,launch_speed,launch_angle,Home Run or Out
11688,76.4,-13,Out
2157,59.5,14,Out
13108,86.3,-24,Hit - Not Home Run
13434,80.0,69,Out
7852,85.3,50,Out
8436,91.2,2,Hit - Not Home Run
14786,97.8,16,Out
10303,90.9,19,Hit - Not Home Run
13849,74.8,7,Out
10452,86.2,33,Out
8228,103.6,-6,Out
10310,102.5,3,Hit - Not Home Run
9734,104.5,7,Hit - Not Home Run
11026,100.6,-8,Out
11966,101.9,9,Hit - Not Home Run
10079,87.5,42,Out
13833,99.7,34,Out
7194,97.4,50,Out
454,62.4,-38,Out
2741,92.2,-14,Out
10923,84.8,0,Out
8496,93.4,-23,Hit - Not Home Run
9548,107.4,18,Home Run
9354,76.8,-32,Out
9298,102.2,33,Home Run
3781,78.6,8,Out
5186,108.3,-4,Hit - Not Home Run
6332,78.5,34,Out
5664,102.5,8,Hit - Not Home Run
11853,78.3,17,Hit - Not Home Run
414,102.9,32,Home Run
7704,103.7,29,Home Run
14985,76.8,-15,Out
13268,77.9,16,Hit - Not Home Run
2913,99.2,3,Hit - Not Home Run
12241,103.4,11,Hit - Not Home Run
13816,105.6,20,Hit - Not Home Run
6477,96.0,59,Out
10142,103.7,-12,Out
1415,80.5,6,Out
5191,111.5,12,Hit - Not Home Run
1943,80.4,-37,Out
13468,70.2,10,Out
980,107.7,17,Home Run
11282,74.0,0,Out
6089,90.3,8,Out
10803,92.3,-8,Out
8351,105.2,9,Out
9789,85.8,7,Out
10757,95.8,18,Out
7698,82.9,-21,Out
4164,71.4,40,Out
2248,71.3,37,Out
3583,89.5,27,Hit - Not Home Run
4260,98.3,23,Hit - Not Home Run
2203,90.3,-17,Hit - Not Home Run
13019,84.4,-42,Out
9370,59.0,61,Out
720,81.4,7,Hit - Not Home Run
15441,101.2,39,Hit - Not Home Run
9076,82.9,-21,Out
11120,94.4,-3,Out
14541,82.9,-21,Out
12986,59.8,-31,Out
15040,60.3,-38,Out
2965,98.1,14,Out
13853,54.9,-24,Out
3139,67.5,42,Out
15291,75.1,53,Out
11089,90.3,-17,Hit - Not Home Run
12486,80.7,62,Out
11779,93.1,39,Out
11421,96.9,-13,Out
10456,69.2,-23,Out
7474,89.0,18,Hit - Not Home Run
7761,77.7,15,Hit - Not Home Run
4683,48.8,-24,Hit - Not Home Run
2573,88.0,-34,Out
5699,100.8,-21,Out
4854,100.8,24,Out
12520,101.0,12,Hit - Not Home Run
892,92.3,-17,Out
13954,93.0,10,Hit - Not Home Run
6732,64.7,-20,Out
1284,84.6,-7,Hit - Not Home Run
12175,84.2,39,Out
12826,62.9,-3,Out
8123,89.6,30,Out
12926,98.9,47,Out
4088,82.9,-21,Out
10901,84.2,41,Out
1458,92.6,-34,Out
9211,101.7,25,Hit - Not Home Run
7017,82.9,-21,Out
14253,88.5,60,Out
2564,76.6,-10,Out
313,80.0,69,Out
858,96.7,51,Out
3078,87.9,-4,Out
9462,108.0,11,Hit - Not Home Run
8691,69.4,60,Out
11849,90.3,5,Out
10285,66.9,-12,Out
240,92.9,26,Out
6626,84.5,19,Hit - Not Home Run
8281,94.2,56,Out
12919,96.8,33,Out
13656,95.5,9,Out
7562,96.5,10,Hit - Not Home Run
14794,87.7,9,Hit - Not Home Run
3915,80.0,69,Out
8702,93.3,-3,Hit - Not Home Run
13689,102.4,-1,Hit - Not Home Run
7723,99.4,11,Hit - Not Home Run
6372,102.9,9,Hit - Not Home Run
6495,103.0,6,Out
7219,105.2,-12,Hit - Not Home Run
3891,92.3,46,Out
142,86.2,1,Out
6127,65.9,28,Hit - Not Home Run
4339,91.9,29,Out
10589,103.9,11,Hit - Not Home Run
14194,85.8,30,Out
13808,104.7,18,Hit - Not Home Run
14533,100.0,38,Out
8236,104.6,11,Hit - Not Home Run
5825,93.1,-21,Out
7179,95.6,-12,Out
8283,100.2,27,Home Run
5247,70.7,-31,Out
8371,97.9,42,Out
9128,93.6,-34,Out
11457,88.0,-6,Out
6957,79.3,57,Out
94,94.3,52,Out
11653,92.0,-27,Out
2064,89.7,23,Out
13491,95.0,-3,Out
5205,80.0,69,Out
4653,90.1,7,Hit - Not Home Run
14664,105.2,10,Hit - Not Home Run
4637,96.3,14,Hit - Not Home Run
9040,89.2,39,Out
2598,85.5,-4,Out
13738,83.4,19,Hit - Not Home Run
7420,99.5,23,Hit - Not Home Run
9748,106.2,-5,Out
3485,105.9,-1,Out
8708,98.6,41,Out
10833,101.9,-10,Out
2790,103.1,4,Out
8782,80.0,69,Out
381,52.8,60,Out
1911,95.2,-12,Out
11114,91.6,10,Hit - Not Home Run
5710,90.3,-17,Hit - Not Home Run
10229,66.9,30,Hit - Not Home Run
7785,92.2,54,Out
1012,107.1,7,Hit - Not Home Run
9463,83.2,1,Out
2131,69.1,35,Hit - Not Home Run
1962,103.6,23,Out
390,101.2,-1,Out
15653,102.6,6,Out
8517,89.2,39,Out
13346,91.9,10,Out
2377,102.5,3,Out
7742,95.3,-12,Hit - Not Home Run
5,105.7,-6,Hit - Not Home Run
11480,79.7,25,Hit - Not Home Run
13812,66.3,25,Hit - Not Home Run
11803,106.6,-14,Hit - Not Home Run
11723,93.7,26,Out
7556,106.5,-8,Hit - Not Home Run
11589,64.2,24,Hit - Not Home Run
2113,66.2,87,Out
6905,62.2,16,Out
8313,81.8,-26,Out
909,96.7,7,Out
7173,96.2,14,Hit - Not Home Run
9,93.2,5,Out
9288,100.1,38,Home Run
1600,63.0,-26,Out
14185,82.9,-21,Out
8051,101.4,24,Out
4169,95.2,22,Out
7697,75.0,24,Hit - Not Home Run
8835,91.7,3,Out
1318,65.5,21,Out
14622,66.6,-8,Out
10965,80.0,69,Out
9946,85.2,28,Out
713,100.6,-8,Out
2353,99.0,57,Out
12545,85.7,46,Out
10721,101.2,24,Home Run
6962,92.1,25,Out
1632,57.9,26,Out
7991,96.6,34,Out
6976,100.9,1,Hit - Not Home Run
12063,105.8,18,Hit - Not Home Run
15261,78.4,-42,Out
14121,82.9,-21,Out
14076,104.2,24,Home Run
3440,76.8,18,Hit - Not Home Run
9961,80.0,69,Out
10200,101.6,26,Home Run
4214,108.0,8,Hit - Not Home Run
5990,87.2,71,Out
4148,104.3,39,Home Run
7752,95.3,18,Out
1303,86.5,12,Hit - Not Home Run
4386,100.9,45,Home Run
13550,85.4,-27,Out
2194,107.6,16,Out
6321,99.6,9,Hit - Not Home Run
9820,106.4,0,Hit - Not Home Run
13736,99.8,27,Home Run
9600,95.8,28,Out
5827,69.5,-2,Out
159,82.9,-21,Out
5349,96.3,17,Out
6194,96.4,10,Hit - Not Home Run
12953,99.6,9,Hit - Not Home Run
12418,95.2,12,Hit - Not Home Run
7996,89.1,-2,Hit - Not Home Run
15539,74.6,32,Out
994,73.8,-6,Out
14819,106.0,-7,Out
14317,91.6,-10,Out
13226,93.5,6,Hit - Not Home Run
6465,69.0,28,Hit - Not Home Run
5589,105.7,28,Home Run
1134,97.5,30,Home Run
15098,72.8,18,Hit - Not Home Run
15573,90.9,35,Home Run
415,95.0,19,Hit - Not Home Run
13815,99.3,4,Out
12595,58.9,-21,Out
5287,90.9,-5,Hit - Not Home Run
4817,88.6,39,Out
3126,93.6,-3,Out
3798,104.3,34,Home Run
228,93.9,5,Hit - Not Home Run
3082,102.1,14,Hit - Not Home Run
10870,97.8,37,Out
10949,84.7,-7,Out
8975,87.6,4,Hit - Not Home Run
7699,80.2,41,Out
8545,82.1,57,Out
10479,102.9,17,Hit - Not Home Run
14691,73.0,32,Out
6349,91.6,22,Hit - Not Home Run
15504,78.6,-7,Out
8323,83.9,20,Hit - Not Home Run
1767,91.4,43,Out
11,106.1,-1,Hit - Not Home Run
13284,95.0,21,Out
7313,94.9,38,Out
5267,103.2,17,Out
1587,94.4,-10,Out
999,95.3,26,Out
9191,107.7,14,Out
12588,104.9,12,Hit - Not Home Run
3352,92.1,55,Out
15157,101.5,4,Out
13248,95.4,-15,Out
9083,104.6,25,Home Run
275,87.5,31,Out
9064,91.8,-15,Hit - Not Home Run
15460,70.3,-2,Hit - Not Home Run
6352,102.5,21,Hit - Not Home Run
4897,108.2,5,Hit - Not Home Run
15120,101.1,12,Hit - Not Home Run
2628,80.8,19,Hit - Not Home Run
15151,93.1,1,Out
3531,93.1,36,Out
14634,72.7,-21,Out
2196,99.9,16,Out
6362,83.5,38,Out
5502,81.2,15,Hit - Not Home Run
4004,93.7,8,Out
3876,104.9,22,Home Run
4813,105.9,16,Out
7741,77.1,-35,Out
13514,89.3,-20,Out
12694,98.3,-4,Out
7567,93.3,-19,Hit - Not Home Run
9990,108.1,16,Out
7873,95.5,32,Home Run
4578,100.6,26,Hit - Not Home Run
1960,85.6,17,Hit - Not Home Run
3988,80.0,69,Out
5270,89.0,9,Hit - Not Home Run
10843,97.9,18,Hit - Not Home Run
11530,74.1,20,Hit - Not Home Run
6687,94.0,22,Out
5386,95.7,14,Hit - Not Home Run
6620,87.3,22,Hit - Not Home Run
12406,70.3,19,Hit - Not Home Run
8862,87.4,47,Out
12135,91.7,32,Out
2488,80.2,7,Out
6692,53.4,-47,Out
4400,96.3,41,Out
3788,91.6,-3,Hit - Not Home Run
4526,101.0,26,Home Run
4396,58.3,12,Out
4581,85.3,-15,Out
4440,86.5,4,Out
9255,99.4,10,Hit - Not Home Run
975,82.9,-51,Out
4585,58.1,32,Out
7365,104.0,27,Home Run
4270,82.5,47,Out
4794,104.1,3,Out
3575,78.6,18,Hit - Not Home Run
8949,89.1,-6,Hit - Not Home Run
1926,91.4,30,Out
13504,96.0,29,Out
9190,105.5,8,Hit - Not Home Run
6260,97.3,-7,Out
10962,61.6,-24,Out
5173,74.1,41,Out
7100,79.6,-5,Out
3568,83.7,30,Out
1414,74.7,33,Out
5732,71.9,12,Hit - Not Home Run
7067,91.6,-8,Out
6994,54.6,21,Out
10309,49.8,10,Hit - Not Home Run
3376,97.4,28,Out
6903,94.8,27,Out
4361,99.2,-9,Hit - Not Home Run
12985,108.7,-18,Out
7263,73.7,43,Hit - Not Home Run
1345,95.7,2,Hit - Not Home Run
11535,68.6,-15,Out
3193,102.2,18,Hit - Not Home Run
2716,96.0,22,Out
8241,94.7,-3,Out
7330,94.8,7,Out
14502,62.6,-19,Out
2595,108.5,-7,Hit - Not Home Run
7005,71.3,4,Out
12213,104.2,14,Hit - Not Home Run
6989,96.8,15,Hit - Not Home Run
9725,102.6,-10,Hit - Not Home Run
5544,85.6,4,Hit - Not Home Run
7816,105.1,-13,Hit - Not Home Run
2984,73.6,-27,Out
9268,71.8,-7,Out
14704,80.0,69,Out
3871,91.7,37,Out
14496,71.3,50,Out
5834,71.2,-5,Hit - Not Home Run
2143,107.2,4,Out
13693,37.0,-20,Hit - Not Home Run
13382,89.7,62,Out
11465,87.8,11,Hit - Not Home Run
7044,92.6,29,Hit - Not Home Run
4835,61.1,-42,Out
12810,66.4,-13,Out
15187,89.8,35,Out
11211,75.5,-29,Hit - Not Home Run
9203,105.2,31,Home Run
9982,77.2,33,Out
10131,94.3,29,Hit - Not Home Run
8431,96.3,24,Out
3448,97.0,-1,Out
4404,72.6,-21,Out
8044,58.2,44,Hit - Not Home Run
9553,98.8,17,Out
908,95.8,6,Hit - Not Home Run
13577,77.2,27,Out
6646,97.4,29,Out
9716,69.3,2,Out
11337,93.3,-21,Out
15303,84.6,-5,Out
1233,96.8,4,Out
1372,96.2,1,Hit - Not Home Run
1176,76.8,19,Hit - Not Home Run
9447,81.7,23,Out
14831,89.2,23,Out
8980,82.9,-21,Out
6938,81.1,-17,Out
3867,91.6,41,Out
1487,82.9,-21,Out
12009,72.9,53,Hit - Not Home Run
3950,80.0,69,Out
598,78.6,25,Hit - Not Home Run
6253,75.6,26,Out
13942,83.3,40,Out
11855,72.9,32,Hit - Not Home Run
7613,93.9,28,Out
3444,103.5,-10,Hit - Not Home Run
2014,101.2,-7,Out
8528,80.0,69,Out
8210,99.7,28,Out
4788,76.3,-6,Out
12128,74.1,15,Hit - Not Home Run
9596,66.8,6,Out
4568,65.8,-44,Out
13966,40.0,-36,Hit - Not Home Run
767,94.8,34,Out
14669,55.1,-53,Out
6770,93.6,16,Out
8886,93.3,29,Out
5123,109.6,23,Out
9498,89.4,25,Hit - Not Home Run
15242,81.9,51,Out
9831,74.1,21,Hit - Not Home Run
10114,95.6,-4,Out
11064,86.3,19,Hit - Not Home Run
3659,90.3,-17,Hit - Not Home Run
14624,95.7,24,Out
5457,75.7,22,Hit - Not Home Run
13729,90.8,-12,Out
743,36.8,19,Hit - Not Home Run
2293,100.0,40,Out
6113,92.8,22,Out
8594,67.8,-17,Out
4427,102.8,12,Hit - Not Home Run
2258,92.5,19,Out
10598,111.7,10,Hit - Not Home Run
5898,97.4,14,Hit - Not Home Run
5054,85.0,3,Hit - Not Home Run
9292,92.1,33,Hit - Not Home Run
2643,106.4,10,Hit - Not Home Run
4372,99.5,14,Hit - Not Home Run
12800,50.4,2,Out
11795,92.6,13,Hit - Not Home Run
14003,87.0,-3,Out
1976,80.7,-24,Out
3817,83.4,5,Out
9745,92.6,-20,Out
6475,81.8,38,Out
3172,94.1,-20,Out
3355,76.9,-25,Out
7262,74.0,20,Hit - Not Home Run
13559,101.7,28,Home Run
2480,58.6,4,Out
10482,93.6,39,Out
1405,77.1,-14,Out
6297,79.9,45,Out
14780,96.0,33,Home Run
7441,89.8,-16,Out
13365,76.9,16,Hit - Not Home Run
1822,89.7,30,Out
13362,99.8,41,Out
7612,91.7,22,Out
6304,91.0,19,Hit - Not Home Run
4362,91.5,41,Out
9045,72.3,-55,Out
9262,75.8,51,Out
7680,80.2,-40,Out
13269,95.5,-2,Out
15198,87.9,1,Out
14784,78.7,17,Hit - Not Home Run
664,82.9,-21,Out
10163,102.5,-5,Hit - Not Home Run
6840,86.8,-1,Out
1197,87.8,4,Hit - Not Home Run
7229,88.6,49,Out
7836,90.3,-17,Hit - Not Home Run
14132,89.2,39,Out
7833,88.2,6,Hit - Not Home Run
12133,88.3,51,Out
12105,55.6,-60,Out
9635,74.9,26,Hit - Not Home Run
10909,99.0,17,Hit - Not Home Run
296,80.7,-6,Out
6239,89.2,39,Out
10399,90.1,-11,Out
10119,100.6,-11,Hit - Not Home Run
5460,97.0,-17,Hit - Not Home Run
14524,71.4,-35,Out
10172,67.9,-16,Out
13867,81.6,22,Hit - Not Home Run
1253,99.1,6,Out
5743,106.1,17,Out
11428,103.6,24,Home Run
10144,104.9,3,Hit - Not Home Run
4925,70.8,52,Out
13240,101.2,-4,Hit - Not Home Run
7438,96.3,25,Hit - Not Home Run
2015,82.9,-21,Out
13412,100.6,17,Hit - Not Home Run
1928,91.3,-8,Out
15274,108.0,0,Out
6654,80.0,69,Out
13865,91.5,-8,Out
13181,76.9,18,Hit - Not Home Run
8959,89.7,10,Hit - Not Home Run
6478,93.8,41,Out
11654,107.8,14,Out
653,83.0,-15,Hit - Not Home Run
11113,65.2,49,Out
7866,80.0,69,Out
8477,82.5,9,Out
9707,96.6,37,Home Run
4962,103.9,28,Hit - Not Home Run
9646,73.2,-10,Out
7381,88.6,17,Hit - Not Home Run
11482,102.7,13,Hit - Not Home Run
15312,91.1,18,Out
869,86.0,16,Hit - Not Home Run
11550,73.8,1,Out
9181,90.3,-17,Hit - Not Home Run
14861,105.1,25,Hit - Not Home Run
15074,93.0,3,Out
147,93.7,24,Hit - Not Home Run
11389,72.9,49,Out
3784,100.5,21,Home Run
2554,98.0,-3,Out
14375,71.0,20,Hit - Not Home Run
14769,91.1,-9,Hit - Not Home Run
1049,61.4,-86,Out
3937,89.8,9,Hit - Not Home Run
14365,62.5,-55,Out
11875,85.3,-11,Out
12657,80.0,69,Out
11920,100.7,17,Out
14670,89.0,12,Out
6885,87.8,-22,Out
2171,85.5,11,Out
4510,105.2,12,Hit - Not Home Run
9039,93.5,33,Out
9356,94.4,14,Hit - Not Home Run
404,70.2,35,Hit - Not Home Run
4655,72.8,3,Out
9342,95.6,38,Out
8610,79.5,-34,Out
6790,98.8,34,Out
11800,99.4,29,Hit - Not Home Run
11004,78.6,-8,Out
3824,56.7,13,Out
6219,97.2,3,Out
14519,76.0,10,Hit - Not Home Run
4966,80.0,69,Out
9413,97.9,27,Hit - Not Home Run
8276,67.8,51,Out
10320,100.0,41,Out
6537,101.1,26,Hit - Not Home Run
4231,106.7,10,Hit - Not Home Run
4612,95.3,-8,Out
6795,103.3,42,Out
5923,80.6,39,Out
2817,56.1,49,Out
166,93.2,3,Out
5525,109.9,32,Home Run
3674,101.8,-4,Hit - Not Home Run
5618,98.4,-2,Hit - Not Home Run
7594,77.5,-19,Out
11393,89.6,10,Out
136,89.0,-1,Hit - Not Home Run
650,72.5,-12,Out
4479,82.0,62,Out
15160,96.6,32,Out
8036,99.5,42,Out
7854,99.7,31,Out
12162,82.0,28,Out
14851,100.6,37,Out
7718,102.0,33,Home Run
2126,89.5,22,Out
9766,89.0,-9,Out
13657,82.3,45,Out
8101,97.7,6,Out
11817,100.5,-13,Hit - Not Home Run
3523,95.5,-2,Hit - Not Home Run
13026,110.7,5,Out
7664,78.7,36,Out
13320,95.5,2,Out
2129,97.0,26,Out
1754,97.7,56,Out
4313,88.8,-3,Out
14381,76.3,-36,Out
10053,41.0,-39,Out
10063,108.2,28,Home Run
2184,98.3,6,Hit - Not Home Run
2383,103.0,10,Hit - Not Home Run
10191,82.2,-23,Out
8739,94.5,20,Out
10196,107.4,10,Hit - Not Home Run
10185,97.1,7,Out
11952,74.7,13,Out
10466,107.8,15,Out
4658,94.6,23,Hit - Not Home Run
15159,78.7,27,Out
3834,79.1,14,Hit - Not Home Run
14824,98.0,35,Out
15018,64.9,15,Out
15469,99.4,-5,Out
15256,86.7,-27,Out
15190,95.9,24,Out
11112,102.7,33,Home Run
7331,83.3,25,Out
12673,70.5,24,Hit - Not Home Run
13330,59.4,-31,Out
912,100.4,41,Out
1771,101.8,10,Hit - Not Home Run
6730,88.0,14,Hit - Not Home Run
12988,86.1,10,Out
6663,88.2,29,Out
4668,100.9,-4,Hit - Not Home Run
3733,102.0,-1,Hit - Not Home Run
7876,84.4,31,Out
14117,109.6,-4,Out
12489,98.8,8,Hit - Not Home Run
5185,93.0,-13,Out
12472,65.0,54,Hit - Not Home Run
4976,81.3,11,Out
4733,94.6,1,Out
219,86.9,-4,Hit - Not Home Run
2651,76.1,5,Out
5015,80.0,69,Out
1199,91.8,20,Out
6851,89.3,4,Hit - Not Home Run
6984,101.9,17,Out
691,76.7,16,Hit - Not Home Run
13520,103.6,4,Hit - Not Home Run
10029,82.8,48,Out
7227,88.9,5,Out
6996,98.1,21,Hit - Not Home Run
2682,93.6,3,Hit - Not Home Run
8557,82.9,-21,Out
14336,102.0,-8,Out
4555,82.9,5,Hit - Not Home Run
6706,85.4,0,Hit - Not Home Run
790,97.9,-8,Hit - Not Home Run
11224,92.5,32,Out
5369,98.3,27,Hit - Not Home Run
13143,102.8,6,Out
13597,80.1,12,Out
9432,93.5,31,Out
14864,82.5,43,Out
4558,107.3,7,Hit - Not Home Run
9857,84.8,58,Out
10834,103.4,13,Hit - Not Home Run
1518,59.6,-20,Out
6341,65.0,-14,Out
5622,103.6,-22,Out
11743,101.6,15,Out
10056,79.6,31,Out
11019,64.7,65,Out
11013,102.6,31,Home Run
3450,79.9,12,Hit - Not Home Run
6456,101.6,28,Home Run
12061,84.3,20,Hit - Not Home Run
11131,80.0,69,Out
2285,105.6,5,Hit - Not Home Run
607,102.8,30,Home Run
3219,94.8,45,Out
10271,99.7,3,Hit - Not Home Run
10239,98.7,23,Out
14722,86.3,20,Out
12492,94.2,19,Out
11290,79.3,-2,Out
4618,100.8,-5,Out
10166,98.4,-2,Hit - Not Home Run
12686,80.9,-8,Hit - Not Home Run
13175,84.9,-23,Out
7366,80.6,-8,Out
2566,99.0,-4,Out
12266,76.2,-41,Out
2297,71.2,11,Out
6289,96.7,10,Out
1484,95.8,31,Out
14340,84.7,-7,Out
5846,50.1,50,Out
851,80.0,69,Out
9359,103.3,13,Hit - Not Home Run
3028,90.3,-17,Hit - Not Home Run
6076,103.4,20,Hit - Not Home Run
15411,64.9,24,Hit - Not Home Run
10530,72.1,-32,Out
12633,102.4,-13,Out
3652,82.8,14,Hit - Not Home Run
9606,93.4,62,Out
43,87.2,-10,Out
974,90.5,-2,Out
2977,73.6,-3,Out
8501,100.0,-6,Out
7968,95.4,8,Hit - Not Home Run
13970,92.3,-8,Hit - Not Home Run
9706,107.3,-15,Out
9100,43.4,27,Out
6318,101.4,29,Out
5006,91.8,-24,Out
3859,96.9,44,Out
14910,103.6,20,Hit - Not Home Run
11659,73.8,32,Out
8253,77.3,22,Hit - Not Home Run
5688,57.1,-51,Out
3594,94.4,12,Hit - Not Home Run
8201,61.5,2,Hit - Not Home Run
11572,71.8,-59,Out
1793,83.7,45,Out
8152,98.3,-1,Out
8425,82.6,16,Hit - Not Home Run
9729,90.3,-17,Hit - Not Home Run
8154,103.3,-5,Hit - Not Home Run
7834,72.8,-25,Out
9849,68.3,-7,Out
11383,77.9,3,Out
1930,78.6,6,Hit - Not Home Run
12644,82.1,-48,Out
1350,82.9,-21,Out
1379,84.7,9,Out
12685,95.9,35,Out
7065,74.0,-2,Out
14738,102.2,31,Home Run
5423,93.8,25,Hit - Not Home Run
1108,93.1,22,Out
11259,88.6,20,Out
6623,80.5,-14,Out
2922,92.1,12,Hit - Not Home Run
9796,101.3,16,Out
8861,83.6,-13,Hit - Not Home Run
11529,79.9,10,Hit - Not Home Run
1341,78.1,1,Hit - Not Home Run
7656,104.8,18,Hit - Not Home Run
8032,103.7,-8,Hit - Not Home Run
4153,107.3,14,Hit - Not Home Run
6930,85.3,-18,Hit - Not Home Run
13936,90.0,0,Out
1846,92.7,27,Out
15343,81.5,16,Hit - Not Home Run
8218,89.8,21,Out
3280,89.3,32,Out
2538,92.2,28,Hit - Not Home Run
11560,99.5,8,Hit - Not Home Run
15538,98.3,24,Hit - Not Home Run
15030,87.7,12,Hit - Not Home Run
14530,82.9,-21,Out
13500,90.7,22,Out
10786,95.5,12,Out
10234,85.7,20,Out
4316,103.8,15,Hit - Not Home Run
14495,91.2,13,Hit - Not Home Run
8103,82.6,-26,Out
8850,96.1,22,Hit - Not Home Run
13826,82.9,-21,Out
2071,101.9,28,Home Run
9023,64.2,50,Out
10704,106.2,2,Hit - Not Home Run
15015,56.0,-46,Out
15195,90.4,15,Hit - Not Home Run
6388,86.0,-16,Out
1728,95.8,44,Out
12788,97.1,21,Out
3043,79.9,-32,Out
9828,83.2,9,Hit - Not Home Run
14182,97.2,-11,Out
5630,98.0,37,Out
12402,102.9,20,Out
915,93.5,-25,Hit - Not Home Run
1799,85.1,3,Hit - Not Home Run
14146,88.4,26,Out
6010,95.8,33,Hit - Not Home Run
2018,62.3,20,Hit - Not Home Run
5921,77.8,16,Out
12549,85.6,30,Out
12437,68.9,-3,Out
12481,100.9,14,Hit - Not Home Run
10961,93.4,45,Out
13457,93.0,32,Home Run
5698,107.9,1,Hit - Not Home Run
8483,106.5,2,Out
5442,92.7,52,Out
9289,85.2,39,Out
5140,96.6,16,Hit - Not Home Run
7782,82.4,17,Hit - Not Home Run
5643,48.0,-22,Out
3782,94.2,-4,Hit - Not Home Run
11905,88.2,-22,Out
3621,80.0,69,Out
11272,77.4,23,Out
2311,103.4,-18,Out
2379,71.3,67,Out
12770,99.2,41,Out
3399,85.1,44,Out
9018,88.1,1,Hit - Not Home Run
14526,70.7,14,Hit - Not Home Run
11826,81.0,53,Out
14636,87.4,14,Hit - Not Home Run
4785,90.3,-17,Hit - Not Home Run
6292,97.7,-10,Out
3601,101.3,3,Hit - Not Home Run
11829,98.1,19,Hit - Not Home Run
3080,94.7,14,Hit - Not Home Run
658,102.2,28,Home Run
10980,102.5,4,Hit - Not Home Run
15366,95.1,10,Out
6648,86.9,15,Hit - Not Home Run
612,101.7,21,Hit - Not Home Run
15528,72.8,12,Hit - Not Home Run
3345,77.1,39,Out
5157,82.9,-21,Out
4513,88.0,31,Out
318,82.9,-21,Out
2411,49.7,-30,Out
14343,80.7,-24,Out
5203,83.8,-11,Out
5759,111.4,6,Hit - Not Home Run
14790,89.5,-13,Out
14718,85.4,-29,Out
12648,90.0,15,Hit - Not Home Run
11265,101.3,16,Hit - Not Home Run
11785,80.0,69,Out
5829,97.8,3,Hit - Not Home Run
4315,56.3,31,Hit - Not Home Run
6238,80.0,69,Out
8499,82.1,24,Out
14224,93.0,50,Out
4457,84.9,-1,Out
5684,60.1,2,Out
3646,92.3,6,Hit - Not Home Run
12293,72.0,-49,Hit - Not Home Run
2213,78.8,25,Out
10758,103.8,27,Home Run
14291,90.9,27,Out
6690,37.5,-16,Out
12375,48.4,-26,Out
1222,100.2,29,Out
8153,95.6,53,Out
2331,100.2,19,Hit - Not Home Run
6221,74.3,-13,Out
3766,102.4,-11,Out
2761,82.9,-21,Out
155,87.7,43,Out
11263,100.6,-4,Hit - Not Home Run
14697,94.6,12,Hit - Not Home Run
7891,75.7,35,Hit - Not Home Run
5695,104.9,-17,Hit - Not Home Run
7459,82.4,62,Out
1690,82.9,-21,Out
11584,79.6,-10,Out
9122,107.2,39,Home Run
255,102.7,7,Hit - Not Home Run
7327,80.0,69,Out
13923,87.0,40,Out
3969,82.9,-21,Out
5623,98.5,30,Home Run
10505,89.5,-9,Out
1273,51.6,-41,Out
541,65.2,4,Out
6797,101.1,6,Hit - Not Home Run
14113,92.9,27,Out
11921,78.8,62,Out
9980,91.6,22,Out
10868,103.2,19,Out
5780,91.2,1,Out
10971,97.3,2,Out
3295,90.2,61,Out
4763,68.5,22,Hit - Not Home Run
9975,103.0,4,Hit - Not Home Run
15152,105.1,13,Hit - Not Home Run
4882,84.7,12,Hit - Not Home Run
1666,93.6,31,Home Run
3425,78.2,-41,Out
10674,105.8,-11,Out
2776,105.8,8,Hit - Not Home Run
10634,86.6,29,Out
3780,101.2,-11,Out
4576,81.0,37,Out
4478,82.9,-21,Out
6111,91.5,-26,Out
6,98.5,18,Out
11588,92.3,12,Out
8535,101.0,-17,Hit - Not Home Run
11501,100.7,-10,Out
134,85.3,21,Hit - Not Home Run
697,82.1,5,Out
1446,96.5,-5,Out
7841,89.1,28,Out
8463,76.1,17,Hit - Not Home Run
4014,106.5,15,Out
8579,99.8,5,Out
9527,95.5,23,Out
9418,82.9,-21,Out
7787,91.2,-2,Hit - Not Home Run
6494,85.8,-8,Out
1050,102.3,-8,Hit - Not Home Run
9351,105.0,36,Home Run
14139,102.4,38,Out
394,91.2,24,Out
7450,101.5,29,Home Run
4660,79.7,-19,Hit - Not Home Run
11479,71.4,36,Out
5268,97.7,-19,Out
1136,100.3,-5,Out
4211,80.0,69,Out
12860,80.4,-20,Out
293,80.0,69,Out
12936,103.2,16,Hit - Not Home Run
4151,80.8,2,Out
3508,90.3,-17,Hit - Not Home Run
947,95.3,-51,Out
9098,93.5,38,Out
6499,86.1,40,Out
5993,95.5,34,Out
8296,113.6,8,Hit - Not Home Run
8437,97.0,-11,Out
9563,82.9,-21,Out
11818,75.8,64,Out
5312,87.4,21,Out
11949,87.0,-7,Out
881,86.9,-21,Out
2320,93.5,-26,Out
6667,94.7,33,Out
6747,80.4,44,Out
5238,111.4,-12,Hit - Not Home Run
1677,91.4,9,Hit - Not Home Run
2342,70.8,-4,Out
6433,82.8,-1,Out
1143,105.7,17,Hit - Not Home Run
4493,98.9,9,Hit - Not Home Run
7357,96.4,-8,Out
5187,84.9,-22,Out
13091,84.7,43,Out
6228,83.5,39,Out
13575,108.9,25,Home Run
5584,100.3,-22,Out
8979,83.2,48,Out
7964,100.0,27,Home Run
1622,80.7,63,Out
2692,98.3,-11,Out
8321,81.5,19,Hit - Not Home Run
10248,102.5,22,Out
5548,102.7,-11,Out
